,index,movieId,Mean_rating,Total_ratings,title,startYear,IMDBRating,IMBDVotes,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,language_en,language_es,language_fr,Adult_0,region_FR,region_US
5343,5343,25805,4.5,1,"Atalante, L' (1934)",1934.0,7.8,14344,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5344,5344,25825,3.375,4,Fury (1936),1936.0,7.9,11130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5345,5345,25826,3.5,1,Libeled Lady (1936),1936.0,7.9,6953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5346,5346,25827,3.5,2,Mr. Deeds Goes to Town (1936),1936.0,7.9,19528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5347,5347,25833,4.0,1,Camille (1936),1936.0,7.4,7262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5348,5348,25834,4.0,1,Captains Courageous (1937),1937.0,8.0,8618,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5349,5349,25841,4.166666666666667,3,Stage Door (1937),1937.0,7.7,7472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5350,5350,25850,3.0,3,Holiday (1938),1938.0,7.8,14227,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5351,5351,25856,3.25,2,Wuthering Heights (1939),1939.0,7.6,16263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5352,5352,25865,4.0,1,"Letter, The (1940)",1940.0,7.6,11573,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5353,5353,25870,3.5,1,Here Comes Mr. Jordan (1941),1941.0,7.6,5789,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
5354,5354,25886,4.0,2,Random Harvest (1942),1942.0,8.0,6868,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5355,5355,25887,5.0,1,Tales of Manhattan (1942),1942.0,7.4,1980,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5356,5356,25898,4.0,2,Day of Wrath (Vredens dag) (1943),1943.0,8.1,9135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5357,5357,25905,3.5,1,"Miracle of Morgan's Creek, The (1944)",1943.0,7.6,6664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
5358,5358,25906,5.0,1,Mr. Skeffington (1944),1944.0,7.7,5357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5359,5359,25923,3.5,1,Great Expectations (1946),1946.0,7.8,21783,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5360,5360,25927,3.0,1,"Stranger, The (1946)",1946.0,7.4,23855,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
5361,5361,25937,3.3333333333333335,3,Easter Parade (1948),1948.0,7.4,8535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
5362,5362,25940,3.5,1,"Lady from Shanghai, The (1947)",1947.0,7.6,26565,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
5363,5363,25946,3.5,1,"Three Musketeers, The (1948)",1948.0,7.2,5669,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
5364,5364,25947,5.0,1,Unfaithfully Yours (1948),1948.0,7.6,4567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5365,5365,25952,4.0,1,"Letter to Three Wives, A (1949)",1949.0,7.7,8384,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5366,5366,25959,2.5,1,Annie Get Your Gun (1950),1950.0,6.9,4352,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
5367,5367,25962,3.0,1,King Solomon's Mines (1950),1950.0,6.8,5625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5368,5368,25963,4.0,1,"Young and the Damned, The (Olvidados, Los) (1950)",1950.0,8.3,18219,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5369,5369,25996,3.5,1,"Star Is Born, A (1954)",1954.0,7.6,15742,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
5370,5370,25999,3.5,1,The Wild One (1953),1953.0,6.8,14532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5371,5371,26002,3.5,1,Confidential Report (1955),1955.0,7.3,7559,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
5372,5372,26003,4.5,1,Night and Fog (Nuit et brouillard) (1955),1956.0,8.6,17014,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
5373,5373,26038,4.0,1,Teacher's Pet (1958),1958.0,7.1,4054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5374,5374,26048,4.5,1,"Human Condition II, The (Ningen no joken II) (1959)",1959.0,8.5,5130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
5375,5375,26052,2.75,2,Pickpocket (1959),1959.0,7.7,19397,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5376,5376,26059,4.5,1,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),1960.0,8.1,3690,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5377,5377,26073,5.0,1,"Human Condition III, The (Ningen no joken III) (1961)",1961.0,8.8,5000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
5378,5378,26078,5.0,1,Advise and Consent (1962),1962.0,7.7,6489,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5379,5379,26082,4.5,3,Harakiri (Seppuku) (1962),1962.0,8.6,40104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5380,5380,26084,3.9,5,"Music Man, The (1962)",1962.0,7.7,15797,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
5381,5381,26095,0.5,1,"Carabineers, The (Carabiniers, Les) (1963)",1963.0,6.9,2790,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
5382,5382,26116,4.5,2,"Hush... Hush, Sweet Charlotte (1964)",1964.0,7.6,12772,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
5383,5383,26122,4.5,1,Onibaba (1964),1964.0,8.0,16025,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
5384,5384,26124,2.0,1,Robinson Crusoe on Mars (1964),1964.0,6.5,6109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
5385,5385,26131,4.3,5,"Battle of Algiers, The (La battaglia di Algeri) (1966)",1966.0,8.1,52258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
5386,5386,26133,4.0,6,"Charlie Brown Christmas, A (1965)",1965.0,8.3,30975,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5387,5387,26142,2.0,1,Major Dundee (1965),1965.0,6.7,7015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
5388,5388,26147,5.0,1,"Thousand Clowns, A (1965)",1965.0,7.4,3164,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5389,5389,26150,4.5,1,Andrei Rublev (Andrey Rublyov) (1969),1966.0,8.1,46004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
5390,5390,26151,3.5,2,Au Hasard Balthazar (1966),1966.0,7.9,17704,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5391,5391,26152,3.0,5,Batman (1966),1966.0,6.5,29496,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5392,5392,26158,4.0,1,Closely Watched Trains (Ostre sledované vlaky) (1966),1966.0,7.7,11335,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
5393,5393,26159,3.75,2,Tokyo Drifter (Tôkyô nagaremono) (1966),1966.0,7.2,7562,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5394,5394,26169,5.0,1,Branded to Kill (Koroshi no rakuin) (1967),1967.0,7.4,7910,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5395,5395,26171,3.1666666666666665,3,Play Time (a.k.a. Playtime) (1967),1967.0,7.9,19068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5396,5396,26172,3.0,2,Point Blank (1967),1967.0,7.3,18220,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
5397,5397,26176,2.5,1,Titicut Follies (1967),1967.0,7.7,4042,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5398,5398,26183,4.25,2,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),1968.0,7.2,11728,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5399,5399,26184,3.5,2,"Diamond Arm, The (Brilliantovaya ruka) (1968)",1969.0,8.5,13142,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
5400,5400,26195,3.0,1,Sympathy for the Devil (1968),1968.0,6.3,2768,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
5401,5401,26198,2.75,2,"Yours, Mine and Ours (1968)",1968.0,7.2,7628,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5402,5402,26225,4.5,1,"Claire's Knee (Genou de Claire, Le) (1970)",1970.0,7.6,8831,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5403,5403,26231,4.0,1,Performance (1970),1970.0,6.9,9466,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
5404,5404,26236,4.0,1,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",1970.0,7.9,6482,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
5405,5405,26237,4.0,1,Zabriskie Point (1970),1970.0,7.0,14472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
5406,5406,26242,3.2,5,Duel (1971),1971.0,7.6,62292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
5407,5407,26249,3.75,2,They Call Me Trinity (1971),1970.0,7.5,19543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
5408,5408,26258,3.9,5,"Topo, El (1970)",1970.0,7.4,25342,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
5409,5409,26265,4.5,1,Dr. Phibes Rises Again (1972),1972.0,6.4,5587,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5410,5410,26283,3.0,1,Charley Varrick (1973),1973.0,7.5,10872,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
5411,5411,26285,2.5,1,Dark Star (1974),1974.0,6.3,22049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
5412,5412,26303,4.0,1,Sisters (1973),1972.0,6.9,15416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
5413,5413,26308,4.0,1,Turkish Delight (Turks fruit) (1973),1973.0,7.1,9918,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
5414,5414,26313,4.0,1,California Split (1974),1974.0,7.2,5289,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5415,5415,26317,3.5,1,Emmanuelle (1974),1974.0,5.3,9215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5416,5416,26322,3.125,4,Gone in 60 Seconds (1974),1974.0,6.4,8278,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5417,5417,26326,4.5,2,"Holy Mountain, The (Montaña sagrada, La) (1973)",1973.0,7.9,36258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5418,5418,26340,3.6666666666666665,3,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",1976.0,7.7,15142,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5419,5419,26344,3.0,1,French Connection II (1975),1975.0,6.8,16532,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
5420,5420,26347,4.0,1,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",1975.0,8.1,10849,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
5421,5421,26350,5.0,1,"Passenger, The (Professione: reporter) (1975)",1975.0,7.6,21178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5422,5422,26357,4.0,1,Trilogy of Terror (1975),1975.0,6.6,6179,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
5423,5423,26359,4.5,1,1900 (Novecento) (1976),1976.0,7.7,22218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
5424,5424,26365,2.5,1,Futureworld (1976),1976.0,5.8,9753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
5425,5425,26366,5.0,1,Harlan County U.S.A. (1976),1976.0,8.3,4963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5426,5426,26375,3.6666666666666665,3,Silver Streak (1976),1976.0,6.9,17659,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5427,5427,26386,3.5,1,High Anxiety (1977),1977.0,6.7,19664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
5428,5428,26391,2.5,1,"New York, New York (1977)",1977.0,6.7,18128,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
5429,5429,26394,4.0,1,"Turning Point, The (1977)",1977.0,6.9,4193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
5430,5430,26399,3.5,1,Five Deadly Venoms (1978),1978.0,7.1,6394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5431,5431,26401,5.0,1,Last Hurrah for Chivalry (Hao xia) (1979),1979.0,7.1,1385,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5432,5432,26409,2.75,2,"Clonus Horror, The (1979)",1979.0,3.9,2212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5433,5433,26413,3.25,2,Snake in the Eagle's Shadow (Se ying diu sau) (1978),1978.0,7.4,10535,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5434,5434,26422,3.1666666666666665,3,Hair (1979),1979.0,7.6,34737,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
5435,5435,26429,4.0,1,Love at First Bite (1979),1979.0,6.2,5266,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5436,5436,26444,4.0,2,"Hitch Hikers Guide to the Galaxy, The (1981)",1981.0,8.0,10098,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5437,5437,26453,4.0,1,Smiley's People (1982),1982.0,8.6,3616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
5438,5438,26464,3.0,1,Blue Thunder (1983),1983.0,6.4,17251,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5439,5439,26467,3.0,1,"Day After, The (1983)",1983.0,7.1,14334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
5440,5440,26471,4.375,4,Eddie Murphy Delirious (1983),1983.0,8.2,16260,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5441,5441,26472,3.5,1,"Norte, El (1984)",1983.0,7.7,4756,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5442,5442,26492,3.0,3,Twilight Zone: The Movie (1983),1983.0,6.5,32848,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0
5443,5443,26498,3.0,1,Boy Meets Girl (1984),1984.0,7.0,2941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5444,5444,26504,3.25,2,Cloak & Dagger (1984),1984.0,6.6,6792,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
5445,5445,26510,2.25,2,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",1984.0,5.5,9560,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
5446,5446,26523,3.5,1,"Silent Night, Deadly Night (1984)",1984.0,5.9,13291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
5447,5447,26524,4.5,2,"Times of Harvey Milk, The (1984)",1984.0,8.3,5546,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5448,5448,26527,4.0,1,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),1984.0,7.2,8642,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5449,5449,26528,4.5,3,Anne of Green Gables (1985),1985.0,8.5,18939,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5450,5450,26539,3.0,1,Death of a Salesman (1985),1985.0,7.3,10023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5451,5451,26542,3.0,2,Ewoks: The Battle for Endor (1985),1985.0,5.5,8296,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
5452,5452,26547,4.25,2,Police Story (Ging chaat goo si) (1985),1985.0,7.6,29196,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
5453,5453,26554,4.25,2,"Quiet Earth, The (1985)",1985.0,6.8,24331,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
5454,5454,26555,2.75,2,Spies Like Us (1985),1985.0,6.5,43798,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5455,5455,26562,3.0,1,White Nights (1985),1985.0,6.7,6649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5456,5456,26564,3.5,2,'Round Midnight (1986),1986.0,7.4,4555,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
5457,5457,26567,2.0,1,Club Paradise (1986),1986.0,5.2,5826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5458,5458,26578,4.166666666666667,3,"Sacrifice, The (Offret - Sacraficatio) (1986)",1986.0,8.1,24020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5459,5459,26585,3.8333333333333335,3,"Better Tomorrow, A (Ying hung boon sik) (1986)",1986.0,7.5,20408,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
5460,5460,26587,5.0,1,"Decalogue, The (Dekalog) (1989)",1989.0,9.0,21567,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
5461,5461,26590,2.0,1,G.I. Joe: The Movie (1987),1987.0,7.1,5032,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5462,5462,26593,2.0,1,Hell Comes to Frogtown (1988),1988.0,5.5,5252,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5463,5463,26599,4.0,1,"Law of Desire (Ley del deseo, La) (1987)",1987.0,7.1,10745,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5464,5464,26603,4.5,1,Prince of Darkness (1987),1987.0,6.7,37112,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1
5465,5465,26606,4.25,2,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",1987.0,7.5,8772,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5466,5466,26612,4.0,2,"Better Tomorrow II, A (Ying hung boon sik II) (1987)",1987.0,7.3,9201,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
5467,5467,26614,3.388888888888889,9,"Bourne Identity, The (1988)",1988.0,6.9,4032,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
5468,5468,26622,3.0,1,Dominick and Eugene (1988),1988.0,7.1,2637,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5469,5469,26629,2.0,3,Killer Klowns from Outer Space (1988),1988.0,6.2,33020,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5470,5470,26630,3.0,1,Moonwalker (1988),1988.0,6.1,15781,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
5471,5471,26631,3.75,2,Alice (Neco z Alenky) (1988),1988.0,7.5,11492,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
5472,5472,26645,4.0,1,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),1988.0,6.9,3972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5473,5473,26649,3.75,2,Lonesome Dove (1989),1989.0,8.7,20204,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
5474,5474,26662,4.0588235294117645,17,Kiki's Delivery Service (Majo no takkyûbin) (1989),1989.0,7.8,121412,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5475,5475,26676,2.5,1,Almost an Angel (1990),1990.0,5.6,4056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5476,5476,26680,3.8,5,Cry-Baby (1990),1990.0,6.5,54707,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
5477,5477,26681,4.0,2,Bullet in the Head (1990),1990.0,7.6,9773,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
5478,5478,26686,1.5,3,Ghost Dad (1990),1990.0,4.4,7396,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5479,5479,26693,4.0,1,It (1990),1990.0,6.8,113303,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
5480,5480,26694,3.5,1,Ju Dou (1990),1990.0,7.7,7531,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5481,5481,26695,3.5,1,"Krays, The (1990)",1990.0,6.6,7598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5482,5482,26696,0.5,1,Lionheart (1990),1990.0,6.2,32635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5483,5483,26700,2.25,2,Nuns on the Run (1990),1990.0,6.0,7555,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5484,5484,26701,3.0,1,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),1989.0,7.1,4521,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1
5485,5485,26704,4.0,2,State of Grace (1990),1990.0,7.2,20625,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
5486,5486,26713,4.5,1,Days of Being Wild (A Fei jingjyuhn) (1990),1990.0,7.6,17848,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
